247,Rivals
School:  USC Year:  2012 Name:  Darreus Rogers Position:  WR City:  Carson State:  CA Height:  74 Weight:  200 Stars:  4,School:  Arkansas Year:  2012 Name:  Jared Collins Position:  DB City:  Tulsa State:  OK Height:  72 Weight:  170 Stars:  3,
School:  Texas Year:  2012 Name:  Kendall Sanders Position:  CB City:  Athens State:  TX Height:  73 Weight:  188 Stars:  4,School:  Arkansas Year:  2012 Name:  DArthur Cowan Position:  WR City:  Olive Branch State:  MS Height:  75 Weight:  175 Stars:  3,
School:  Alabama Year:  2012 Name:  Tyler Hayes Position:  OLB City:  Thomasville State:  AL Height:  75 Weight:  215 Stars:  4,School:  Arkansas Year:  2012 Name:  Eric Hawkins Position:  WR City:  Longview State:  TX Height:  71 Weight:  172 Stars:  3,
School:  Alabama Year:  2012 Name:  Tyler Hayes Position:  OLB City:  Thomasville State:  AL Height:  75 Weight:  215 Stars:  4,School:  Arkansas Year:  2012 Name:  Brandon Lewis Position:  DE City:  Memphis State:  TN Height:  77 Weight:  225 Stars:  3,
School:  Florida Year:  2012 Name:  Marcus Maye Position:  OLB City:  Melbourne State:  FL Height:  73 Weight:  195 Stars:  4,School:  Arkansas Year:  2012 Name:  Donovan Roberts Position:  RB City:  Norman State:  OK Height:  72 Weight:  200 Stars:  3,
School:  Notre Dame Year:  2012 Name:  Sheldon Day Position:  DT City:  Indianapolis State:  IN Height:  74 Weight:  286 Stars:  4,School:  Arkansas Year:  2012 Name:  Cordale Boyd Position:  OL City:  Memphis State:  TN Height:  76 Weight:  290 Stars:  3,
School:  TCU Year:  2012 Name:  Devonte Fields Position:  SDE City:  Arlington State:  TX Height:  76 Weight:  225 Stars:  4,School:  Arkansas Year:  2012 Name:  A.J. Turner Position:  LB City:  Lepanto State:  AR Height:  75 Weight:  205 Stars:  3,
School:  Southern Mississippi Year:  2012 Name:  Anthony Alford Position:  DUAL City:  Petal State:  MS Height:  72 Weight:  200 Stars:  4,School:  Arkansas Year:  2012 Name:  Nathan Holmes Position:  ATH City:  Port Arthur State:  TX Height:  73 Weight:  185 Stars:  3,
School:  Texas Year:  2012 Name:  Peter Jinkens Position:  OLB City:  Dallas State:  TX Height:  73 Weight:  200 Stars:  4,School:  Arkansas Year:  2012 Name:  Jeremy Ward Position:  OL City:  Pottsville State:  AR Height:  76 Weight:  290 Stars:  3,
School:  Michigan Year:  2012 Name:  James Ross Position:  ILB City:  West Bloomfield State:  MI Height:  73 Weight:  215 Stars:  4,School:  Arkansas Year:  2012 Name:  Jeremy Sprinkle Position:  DE City:  White Hall State:  AR Height:  78 Weight:  210 Stars:  3,
School:  Virginia Tech Year:  2012 Name:  Joel Caleb Position:  WR City:  Midlothian State:  VA Height:  75 Weight:  203 Stars:  4,School:  Arkansas State Year:  2012 Name:  DeShawn Byrd Position:  OL City:  Grand Rapids State:  MI Height:  78 Weight:  315 Stars:  3,
School:  Virginia Year:  2012 Name:  Kwontie Moore Position:  ILB City:  Norfolk State:  VA Height:  74 Weight:  243 Stars:  4,School:  Arkansas State Year:  2012 Name:  Tres Houston Position:  ATH City:  Booneville State:  MS Height:  74 Weight:  185 Stars:  2,
School:  Florida State Year:  2012 Name:  P.J. Williams Position:  S City:  Ocala State:  FL Height:  73 Weight:  170 Stars:  4,School:  Arkansas State Year:  2012 Name:  Austin Moreton Position:  OL City:  Fort Smith State:  AR Height:  75 Weight:  305 Stars:  2,
School:  Miami Year:  2012 Name:  Jelani Hamilton Position:  SDE City:  Fort Lauderdale State:  FL Height:  76 Weight:  265 Stars:  4,School:  Arkansas State Year:  2012 Name:  Darius Rosser Position:  TE City:  Marion State:  AR Height:  76 Weight:  260 Stars:  2,
School:  Mississippi State Year:  2012 Name:  Quay Evans Position:  DT City:  Morton State:  MS Height:  75 Weight:  305 Stars:  4,School:  Arkansas State Year:  2012 Name:  Dezmond Stegall Position:  ATH City:  Searcy State:  AR Height:  75 Weight:  205 Stars:  3,
School:  Texas A&M Year:  2012 Name:  Matt Davis Position:  DUAL City:  Houston State:  TX Height:  74 Weight:  211 Stars:  4,School:  Arkansas State Year:  2012 Name:  Chris Humes Position:  DB City:  Hoover State:  AL Height:  73 Weight:  200 Stars:  3,
School:  Ohio State Year:  2012 Name:  Armani Reeves Position:  CB City:  West Roxbury State:  MA Height:  71 Weight:  180 Stars:  4,School:  Arkansas State Year:  2012 Name:  Quintaz Struble Position:  DE City:  Oklahoma City State:  OK Height:  74 Weight:  235 Stars:  3,
School:  BYU Year:  2012 Name:  Tanner Mangum Position:  PRO City:  Eagle State:  ID Height:  75 Weight:  190 Stars:  4,School:  Arkansas State Year:  2012 Name:  Rocky Hayes Position:  DB City:  Heflin State:  AL Height:  71 Weight:  175 Stars:  2,
School:  Alabama Year:  2012 Name:  Brandon Greene Position:  OT City:  Ellenwood State:  GA Height:  77 Weight:  297 Stars:  4,School:  Arkansas State Year:  2012 Name:  Warren Leaphart Position:  WR City:  Morrilton State:  AR Height:  79 Weight:  215 Stars:  2,
School:  Miami Year:  2012 Name:  Tyriq McCord Position:  WDE City:  Tampa State:  FL Height:  75 Weight:  220 Stars:  4,School:  Arkansas State Year:  2012 Name:  Bryce Giddens Position:  OL City:  Moultrie State:  GA Height:  72 Weight:  270 Stars:  3,
School:  Miami Year:  2012 Name:  Deon Bush Position:  S City:  Miami State:  FL Height:  73 Weight:  176 Stars:  4,School:  Arkansas State Year:  2012 Name:  Jemar Clark Position:  OL City:  McCrory State:  AR Height:  78 Weight:  280 Stars:  3,
School:  Notre Dame Year:  2012 Name:  Ronnie Stanley Position:  OT City:  Las Vegas State:  NV Height:  78 Weight:  285 Stars:  4,School:  Arkansas State Year:  2012 Name:  Fredi Knighten Position:  QB City:  Little Rock State:  AR Height:  71 Weight:  175 Stars:  2,
School:  Michigan Year:  2012 Name:  Chris Wormley Position:  SDE City:  Toledo State:  OH Height:  77 Weight:  250 Stars:  4,School:  Arkansas State Year:  2012 Name:  Todd Mays Position:  QB City:  Olive Branch State:  MS Height:  73 Weight:  190 Stars:  3,
School:  Alabama Year:  2012 Name:  Kenyan Drake Position:  APB City:  Powder Springs State:  GA Height:  73 Weight:  187 Stars:  4,School:  Arkansas State Year:  2012 Name:  Derek Keaton Position:  RB City:  Camden State:  AR Height:  70 Weight:  165 Stars:  2,
School:  USC Year:  2012 Name:  Kevon Seymour Position:  CB City:  Pasadena State:  CA Height:  72 Weight:  180 Stars:  4,School:  Arkansas State Year:  2012 Name:  Eddie Porter Position:  LB City:  Brenham State:  TX Height:  75 Weight:  245 Stars:  3,
School:  USC Year:  2012 Name:  Scott Felix Position:  ILB City:  Norco State:  CA Height:  75 Weight:  220 Stars:  4,School:  Arkansas State Year:  2012 Name:  Michael Flint Position:  OL City:  Oxford State:  AL Height:  76 Weight:  295 Stars:  3,
School:  Ohio State Year:  2012 Name:  Joshua Perry Position:  OLB City:  Lewis Center State:  OH Height:  75 Weight:  220 Stars:  4,School:  Arkansas State Year:  2012 Name:  Michael Gordon Position:  RB City:  Camden State:  MS Height:  70 Weight:  185 Stars:  3,
School:  Florida Year:  2012 Name:  Colin Thompson Position:  TE City:  Warminster State:  PA Height:  77 Weight:  263 Stars:  4,School:  Arkansas State Year:  2012 Name:  Ishmail Hayes Position:  DE City:  Brenham State:  TX Height:  78 Weight:  245 Stars:  3,
School:  Texas Year:  2012 Name:  Camrhon Hughes Position:  OT City:  Harker Heights State:  TX Height:  78 Weight:  319 Stars:  4,School:  Arkansas State Year:  2012 Name:  John Gandy Position:  DE City:  Brenham State:  TX Height:  73 Weight:  250 Stars:  2,
School:  UCLA Year:  2012 Name:  Ishmael Adams Position:  CB City:  Thousand Oaks State:  CA Height:  70 Weight:  182 Stars:  4,School:  Arkansas State Year:  2012 Name:  Dexter Blackmon Position:  DT City:  Coffeyville State:  KS Height:  75 Weight:  290 Stars:  2,
School:  UCLA Year:  2012 Name:  Jordan Payton Position:  WR City:  Thousand Oaks State:  CA Height:  74 Weight:  195 Stars:  4,School:  Arkansas State Year:  2012 Name:  Tevin Bryson Position:  DT City:  Humboldt State:  TN Height:  76 Weight:  285 Stars:  3,
School:  Arizona State Year:  2012 Name:  D.J. Foster Position:  ATH City:  Scottsdale State:  AZ Height:  72 Weight:  185 Stars:  4,School:  Arkansas State Year:  2012 Name:  Lawrence Cayou Position:  DE City:  Highland State:  KS Height:  75 Weight:  265 Stars:  3,
School:  Auburn Year:  2012 Name:  Ricardo Louis Position:  WR City:  Miami Beach State:  FL Height:  74 Weight:  210 Stars:  4,School:  Arkansas State Year:  2012 Name:  Quanterio Heath Position:  LB City:  Rison State:  AR Height:  75 Weight:  210 Stars:  3,
School:  Alabama Year:  2012 Name:  Denzel Devall Position:  ILB City:  Bastrop State:  LA Height:  74 Weight:  240 Stars:  4,School:  Arkansas State Year:  2012 Name:  Braelon Roberts Position:  WR City:  Dallas State:  TX Height:  77 Weight:  170 Stars:  3,
School:  Michigan Year:  2012 Name:  Terry Richardson Position:  CB City:  Detroit State:  MI Height:  69 Weight:  165 Stars:  4,School:  Arkansas State Year:  2012 Name:  Colton Jackson Position:  OL City:  Ozark State:  AR Height:  77 Weight:  252 Stars:  2,
School:  Michigan Year:  2012 Name:  Royce Jenkins-Stone Position:  OLB City:  Detroit State:  MI Height:  74 Weight:  228 Stars:  4,School:  Arkansas State Year:  2012 Name:  Devin Mondie Position:  OL City:  Olive Branch State:  MS Height:  76 Weight:  300 Stars:  2,
School:  Texas Tech Year:  2012 Name:  Dominique Wheeler Position:  ATH City:  Crockett State:  TX Height:  74 Weight:  178 Stars:  4,School:  Arkansas State Year:  2012 Name:  Dekeathan Williams Position:  RB City:  West Helena State:  AR Height:  74 Weight:  200 Stars:  2,
School:  South Florida Year:  2012 Name:  Sean Price Position:  TE City:  Citra State:  FL Height:  75 Weight:  235 Stars:  4,School:  Arkansas State Year:  2012 Name:  Kendrick Daniels Position:  RB City:  Sulphur Springs State:  TX Height:  67 Weight:  150 Stars:  3,
School:  Georgia Year:  2012 Name:  Leonard Floyd Position:  OLB City:  Eastman State:  GA Height:  77 Weight:  211 Stars:  4,School:  Army Year:  2012 Name:  Jordan Smith Position:  LB City:  Oceanside State:  CA Height:  75 Weight:  230 Stars:  0,
School:  Maryland Year:  2012 Name:  Wes Brown Position:  RB City:  Olney State:  MD Height:  72 Weight:  201 Stars:  4,School:  Army Year:  2012 Name:  Trevin Huff Position:  OL City:  Tallahassee State:  FL Height:  76 Weight:  270 Stars:  2,
School:  Notre Dame Year:  2012 Name:  KeiVarae Russell Position:  APB City:  Everett State:  WA Height:  72 Weight:  175 Stars:  4,School:  Army Year:  2012 Name:  Jeremy Timpf Position:  LB City:  Tucson State:  AZ Height:  74 Weight:  200 Stars:  0,
School:  Georgia Tech Year:  2012 Name:  Justin Thomas Position:  ATH City:  Prattville State:  AL Height:  70 Weight:  176 Stars:  4,School:  Army Year:  2012 Name:  Chasen Brown Position:  DB City:  Milwaukee State:  WI Height:  70 Weight:  195 Stars:  0,
School:  Miami Year:  2012 Name:  Raphael Kirby Position:  ILB City:  Stone Mountain State:  GA Height:  74 Weight:  215 Stars:  4,School:  Army Year:  2012 Name:  Elijah St. Hilaire Position:  ATH City:  Palisades Park State:  NJ Height:  70 Weight:  176 Stars:  3,
School:  Notre Dame Year:  2012 Name:  Jarron Jones Position:  OT City:  Rochester State:  NY Height:  78 Weight:  300 Stars:  4,School:  Army Year:  2012 Name:  Blake Mcpherson Position:  QB City:  Arlington State:  WA Height:  72 Weight:  200 Stars:  0,
School:  Nebraska Year:  2012 Name:  Paul Thurston Position:  OT City:  Arvada State:  CO Height:  77 Weight:  275 Stars:  4,School:  Army Year:  2012 Name:  Nikolos Schillaci Position:  DE City:  Houston State:  TX Height:  76 Weight:  250 Stars:  0,
School:  Florida State Year:  2012 Name:  Marvin Bracy Position:  WR City:  Orlando State:  FL Height:  69 Weight:  165 Stars:  4,School:  Army Year:  2012 Name:  Xavier Moss Position:  WR City:  Houston State:  TX Height:  75 Weight:  183 Stars:  0,
School:  Baylor Year:  2012 Name:  Corey Coleman Position:  ATH City:  Richardson State:  TX Height:  71 Weight:  173 Stars:  4,School:  Army Year:  2012 Name:  B. Carletti-Silva Position:  QB City:  Duncan State:  OK Height:  71 Weight:  208 Stars:  0,
School:  Auburn Year:  2012 Name:  Joshua Holsey Position:  CB City:  Fairburn State:  GA Height:  71 Weight:  175 Stars:  4,School:  Army Year:  2012 Name:  Kyle Fleming Position:  LB City:  Waimea State:  HI Height:  73 Weight:  220 Stars:  0,
School:  Penn State Year:  2012 Name:  Geno Lewis Position:  WR City:  Plymouth State:  PA Height:  73 Weight:  180 Stars:  4,School:  Army Year:  2012 Name:  Adam Bungum Position:  ATH City:  Dodge Center State:  MN Height:  74 Weight:  180 Stars:  0,
School:  Florida State Year:  2012 Name:  Justin Shanks Position:  DT City:  Prattville State:  AL Height:  74 Weight:  295 Stars:  4,School:  Army Year:  2012 Name:  Josh Jenkins Position:  DB City:  Pittsburg State:  CA Height:  72 Weight:  185 Stars:  0,
School:  Florida Year:  2012 Name:  Matt Jones Position:  ATH City:  Seffner State:  FL Height:  75 Weight:  230 Stars:  4,School:  Army Year:  2012 Name:  Jay Roberson Position:  RB City:  Belleville State:  MI Height:  74 Weight:  195 Stars:  0,
School:  Miami Year:  2012 Name:  Ereck Flowers Position:  OT City:  Miami State:  FL Height:  78 Weight:  315 Stars:  4,School:  Army Year:  2012 Name:  Michael McFadden Position:  DB City:  Huntsville State:  AL Height:  73 Weight:  180 Stars:  0,
School:  South Carolina Year:  2012 Name:  Brock Stadnik Position:  OT City:  Greensboro State:  NC Height:  77 Weight:  285 Stars:  4,School:  Army Year:  2012 Name:  Aaron Kemper Position:  RB City:  Cincinnati State:  OH Height:  66 Weight:  205 Stars:  0,
School:  Auburn Year:  2012 Name:  Tyler Nero Position:  DT City:  Atmore State:  AL Height:  74 Weight:  285 Stars:  4,School:  Army Year:  2012 Name:  Robert Jenkins Position:  RB City:  Los Angeles State:  CA Height:  71 Weight:  215 Stars:  0,
School:  LSU Year:  2012 Name:  Vadal Alexander Position:  OG City:  Buford State:  GA Height:  78 Weight:  315 Stars:  4,School:  Army Year:  2012 Name:  Jack Hanley Position:  DT City:  Concord State:  OH Height:  75 Weight:  265 Stars:  0,
School:  Tennessee Year:  2012 Name:  Omari Phillips Position:  DT City:  Venice State:  FL Height:  78 Weight:  325 Stars:  4,School:  Army Year:  2012 Name:  Cale Brewer Position:  K City:  Prosper State:  TX Height:  73 Weight:  180 Stars:  0,
School:  Texas Year:  2012 Name:  Adrian Colbert Position:  S City:  Mineral Wells State:  TX Height:  73 Weight:  193 Stars:  4,School:  Army Year:  2012 Name:  Tevin Long Position:  QB City:  Brookshire State:  TX Height:  70 Weight:  170 Stars:  0,
School:  Ohio State Year:  2012 Name:  Camren Williams Position:  OLB City:  West Roxbury State:  MA Height:  73 Weight:  217 Stars:  4,School:  Army Year:  2012 Name:  Greg Bender Position:  LB City:  Ironton State:  OH Height:  73 Weight:  205 Stars:  0,
School:  Ohio State Year:  2012 Name:  Taylor Decker Position:  OT City:  Vandalia State:  OH Height:  80 Weight:  315 Stars:  4,School:  Army Year:  2012 Name:  Ralph Freibert Position:  K City:  New Orleans State:  LA Height:  70 Weight:  180 Stars:  0,
School:  Alabama Year:  2012 Name:  Korren Kirven Position:  DT City:  Lynchburg State:  VA Height:  76 Weight:  280 Stars:  4,School:  Army Year:  2012 Name:  Joe Walker Position:  WR City:  Eagles Landing State:  GA Height:  72 Weight:  180 Stars:  0,
School:  Washington State Year:  2012 Name:  Gabe Marks Position:  WR City:  Los Angeles State:  CA Height:  71 Weight:  175 Stars:  4,School:  Army Year:  2012 Name:  Andrew King Position:  RB City:  Queens State:  NY Height:  72 Weight:  200 Stars:  0,
School:  Oklahoma Year:  2012 Name:  John Michael McGee Position:  OG City:  Texarkana State:  TX Height:  76 Weight:  255 Stars:  4,School:  Army Year:  2012 Name:  Todd Blatnik Position:  DT City:  Hartland State:  WI Height:  74 Weight:  285 Stars:  0,
School:  Louisville Year:  2012 Name:  Keith Brown Position:  ILB City:  Miami State:  FL Height:  74 Weight:  218 Stars:  4,School:  Army Year:  2012 Name:  Matthew Kaufmann Position:  QB City:  Mcallen State:  TX Height:  70 Weight:  180 Stars:  0,
School:  South Florida Year:  2012 Name:  D'vario Montgomery Position:  WR City:  Winter Park State:  FL Height:  75 Weight:  210 Stars:  4,School:  Army Year:  2012 Name:  Jevon Elmore Position:  RB City:  New London State:  CT Height:  70 Weight:  171 Stars:  2,
School:  Texas Tech Year:  2012 Name:  Reginald Davis Position:  ATH City:  Tenaha State:  TX Height:  73 Weight:  188 Stars:  4,School:  Army Year:  2012 Name:  Nate Guidry Position:  DB City:  Fort Worth State:  TX Height:  74 Weight:  185 Stars:  0,
School:  Texas Year:  2012 Name:  Duke Thomas Position:  ATH City:  Copperas Cove State:  TX Height:  70 Weight:  165 Stars:  4,School:  Army Year:  2012 Name:  Joey Giovannelli Position:  DB City:  Chatham State:  IL Height:  72 Weight:  175 Stars:  0,
School:  Ohio State Year:  2012 Name:  David Perkins Position:  OLB City:  South Bend State:  IN Height:  75 Weight:  230 Stars:  4,School:  Army Year:  2012 Name:  Stefan Moreau Position:  DE City:  Armagh State:  PA Height:  75 Weight:  235 Stars:  0,
School:  Texas Year:  2012 Name:  Connor Brewer Position:  PRO City:  Paradise Valley State:  AZ Height:  74 Weight:  195 Stars:  4,School:  Army Year:  2012 Name:  Cedrik Bell Position:  DB City:  Marion State:  IN Height:  72 Weight:  180 Stars:  0,
School:  Iowa Year:  2012 Name:  Greg Garmon Position:  ATH City:  Erie State:  PA Height:  73 Weight:  200 Stars:  4,School:  Army Year:  2012 Name:  Sean McBryde Position:  DB City:  Killeen State:  TX Height:  76 Weight:  210 Stars:  0,
School:  Texas Year:  2012 Name:  Bryson Echols Position:  CB City:  DeSoto State:  TX Height:  70 Weight:  173 Stars:  4,School:  Army Year:  2012 Name:  Edgar Poe Position:  WR City:  Vail State:  AZ Height:  76 Weight:  205 Stars:  0,
School:  Clemson Year:  2012 Name:  Chad Kelly Position:  DUAL City:  Buffalo State:  NY Height:  75 Weight:  205 Stars:  4,School:  Auburn Year:  2012 Name:  Alex Kozan Position:  OL City:  Castle Rock State:  CO Height:  76 Weight:  295 Stars:  4,
School:  Oklahoma Year:  2012 Name:  Derrick Woods Position:  WR City:  Inglewood State:  CA Height:  73 Weight:  185 Stars:  4,School:  Auburn Year:  2012 Name:  Jordan Diamond Position:  OL City:  Chicago State:  IL Height:  78 Weight:  289 Stars:  4,
School:  Michigan Year:  2012 Name:  Tom Strobel Position:  WDE City:  Mentor State:  OH Height:  78 Weight:  240 Stars:  4,School:  Auburn Year:  2012 Name:  Ricardo Louis Position:  WR City:  Miami Beach State:  FL Height:  74 Weight:  190 Stars:  4,
School:  Arkansas Year:  2012 Name:  Jonathan Williams Position:  RB City:  Allen State:  TX Height:  71 Weight:  205 Stars:  4,School:  Auburn Year:  2012 Name:  Avery Young Position:  OL City:  Palm Beach Gardens State:  FL Height:  78 Weight:  273 Stars:  4,
School:  Mississippi State Year:  2012 Name:  Nick James Position:  DT City:  Long Beach State:  MS Height:  77 Weight:  335 Stars:  4,School:  Auburn Year:  2012 Name:  Will Adams Position:  OL City:  Tyrone State:  GA Height:  77 Weight:  280 Stars:  3,
School:  Arizona State Year:  2012 Name:  Evan Goodman Position:  OT City:  Lakeland State:  FL Height:  76 Weight:  290 Stars:  4,School:  Auburn Year:  2012 Name:  Jonathan Wallace Position:  QB City:  Phenix City State:  AL Height:  74 Weight:  203 Stars:  3,
School:  Georgia Year:  2012 Name:  Sheldon Dawson Position:  ATH City:  Memphis State:  TN Height:  71 Weight:  178 Stars:  4,School:  Auburn Year:  2012 Name:  Patrick Miller Position:  OL City:  West Palm Beach State:  FL Height:  79 Weight:  260 Stars:  4,
School:  Washington Year:  2012 Name:  Jaydon Mickens Position:  WR City:  Los Angeles State:  CA Height:  69 Weight:  165 Stars:  4,School:  Auburn Year:  2012 Name:  Javiere Mitchell Position:  LB City:  Leeds State:  AL Height:  74 Weight:  197 Stars:  4,
School:  West Virginia Year:  2012 Name:  Deon-Tay McManus Position:  OLB City:  Baltimore State:  MD Height:  74 Weight:  210 Stars:  4,School:  Auburn Year:  2012 Name:  T.J. Davis Position:  DB City:  Tallahassee State:  FL Height:  73 Weight:  170 Stars:  3,
School:  Auburn Year:  2012 Name:  Patrick Miller Position:  OT City:  Palm Beach Gardens State:  FL Height:  78 Weight:  275 Stars:  4,School:  Auburn Year:  2012 Name:  Jonathan Jones Position:  DB City:  Carrollton State:  GA Height:  70 Weight:  165 Stars:  3,
School:  Oregon Year:  2012 Name:  Pharaoh Brown Position:  WDE City:  Cleveland State:  OH Height:  78 Weight:  230 Stars:  4,School:  Auburn Year:  2012 Name:  Tyler Nero Position:  DT City:  Atmore State:  AL Height:  74 Weight:  290 Stars:  4,
School:  BYU Year:  2012 Name:  Troy Hinds Position:  WDE City:  Kaysville State:  UT Height:  76 Weight:  225 Stars:  4,School:  Auburn Year:  2012 Name:  Gimel President Position:  DE City:  Mt. Pleasant State:  SC Height:  75 Weight:  240 Stars:  3,
School:  South Carolina State Year:  2012 Name:  Javarius Leamon Position:  OT City:  Woodruff State:  SC Height:  78 Weight:  290 Stars:  4,School:  Auburn Year:  2012 Name:  Jovon Robinson Position:  RB City:  Memphis State:  TN Height:  72 Weight:  215 Stars:  4,
School:  Michigan State Year:  2012 Name:  Demetrious Cox Position:  S City:  Jeannette State:  PA Height:  73 Weight:  187 Stars:  4,School:  Auburn Year:  2012 Name:  JaQuay Williams Position:  WR City:  Tyrone State:  GA Height:  75 Weight:  204 Stars:  4,
School:  Virginia Tech Year:  2012 Name:  Ken Ekanem Position:  WDE City:  Clifton State:  VA Height:  75 Weight:  245 Stars:  4,School:  Auburn Year:  2012 Name:  Robert Leff Position:  OL City:  Fairhope State:  AL Height:  78 Weight:  255 Stars:  3,
School:  Virginia Tech Year:  2012 Name:  Drew Harris Position:  RB City:  Exton State:  PA Height:  74 Weight:  195 Stars:  4,School:  Auburn Year:  2012 Name:  Ricky Parks Position:  TE City:  Hogansville State:  GA Height:  75 Weight:  230 Stars:  4,
School:  LSU Year:  2012 Name:  Danielle Hunter Position:  WDE City:  Katy State:  TX Height:  76 Weight:  220 Stars:  4,School:  Auburn Year:  2012 Name:  Shane Callahan Position:  OL City:  Parker State:  CO Height:  78 Weight:  277 Stars:  4,
School:  Michigan Year:  2012 Name:  Dennis Norfleet Position:  APB City:  Detroit State:  MI Height:  68 Weight:  175 Stars:  4,School:  Auburn Year:  2012 Name:  Joshua Holsey Position:  DB City:  Fairburn State:  GA Height:  69 Weight:  171 Stars:  4,
School:  Ohio State Year:  2012 Name:  De'van Bogard Position:  S City:  Cleveland State:  OH Height:  72 Weight:  190 Stars:  4,School:  Auburn Year:  2012 Name:  Darrion Hutcherson Position:  TE City:  Dadeville State:  AL Height:  79 Weight:  247 Stars:  3,
School:  Ohio State Year:  2012 Name:  Warren Ball Position:  RB City:  Columbus State:  OH Height:  74 Weight:  203 Stars:  4,School:  Auburn Year:  2012 Name:  Zeke Pike Position:  QB City:  Edgewood State:  KY Height:  77 Weight:  220 Stars:  3,
School:  Iowa Year:  2012 Name:  Faith Ekakitie Position:  SDE City:  Lake Forest State:  IL Height:  75 Weight:  285 Stars:  4,School:  Auburn Year:  2012 Name:  Cassanova McKinzy Position:  LB City:  Birmingham State:  AL Height:  74 Weight:  224 Stars:  4,
School:  Marshall Year:  2012 Name:  A.J. Leggett Position:  CB City:  Miami State:  FL Height:  71 Weight:  175 Stars:  4,School:  Baylor Year:  2012 Name:  Kaleb Moore Position:  WR City:  Cypress State:  TX Height:  71 Weight:  180 Stars:  2,
School:  Purdue Year:  2012 Name:  Ryan Watson Position:  SDE City:  Olney State:  MD Height:  75 Weight:  275 Stars:  4,School:  Baylor Year:  2012 Name:  Shamycheal Chatman Position:  LB City:  Sealy State:  TX Height:  74 Weight:  215 Stars:  2,
School:  Virginia Year:  2012 Name:  Mike Moore Position:  SDE City:  Hyattsville State:  MD Height:  76 Weight:  255 Stars:  4,School:  Baylor Year:  2012 Name:  Orion Stewart Position:  DB City:  Waco State:  TX Height:  73 Weight:  175 Stars:  2,
School:  Oklahoma Year:  2012 Name:  Ty Darlington Position:  OC City:  Apopka State:  FL Height:  75 Weight:  270 Stars:  4,School:  Baylor Year:  2012 Name:  Patrick Levels Position:  DB City:  Dallas State:  TX Height:  70 Weight:  175 Stars:  3,
School:  Ohio State Year:  2012 Name:  Kyle Dodson Position:  OT City:  Cleveland State:  OH Height:  78 Weight:  330 Stars:  4,School:  Baylor Year:  2012 Name:  Seth Russell Position:  QB City:  Garland State:  TX Height:  76 Weight:  195 Stars:  3,
School:  Texas Year:  2012 Name:  Daje Johnson Position:  ATH City:  Pflugerville State:  TX Height:  70 Weight:  180 Stars:  4,School:  Baylor Year:  2012 Name:  Rashodrick Linwood Position:  RB City:  Linden State:  TX Height:  69 Weight:  180 Stars:  3,
School:  California Year:  2012 Name:  Michael Barton Position:  OLB City:  Concord State:  CA Height:  73 Weight:  205 Stars:  4,School:  Baylor Year:  2012 Name:  Javonte Magee Position:  DE City:  San Antonio State:  TX Height:  77 Weight:  262 Stars:  4,
School:  Oregon Year:  2012 Name:  Alex Balducci Position:  SDE City:  Portland State:  OR Height:  77 Weight:  265 Stars:  4,School:  Baylor Year:  2012 Name:  Brian Nance Position:  LB City:  Euless State:  TX Height:  75 Weight:  210 Stars:  4,
School:  Iowa Year:  2012 Name:  Jaleel Johnson Position:  DT City:  Lombard State:  IL Height:  75 Weight:  290 Stars:  4,School:  Baylor Year:  2012 Name:  Eddie Lackey Position:  LB City:  Riverside State:  CA Height:  73 Weight:  220 Stars:  3,
School:  Rutgers Year:  2012 Name:  Leonte Carroo Position:  WR City:  Ramsey State:  NJ Height:  74 Weight:  195 Stars:  4,School:  Baylor Year:  2012 Name:  Kyle Fuller Position:  OL City:  Wylie State:  TX Height:  77 Weight:  265 Stars:  3,
School:  South Carolina Year:  2012 Name:  Kwinton Smith Position:  WR City:  Dillon State:  SC Height:  76 Weight:  200 Stars:  4,School:  Baylor Year:  2012 Name:  Dominique Banks Position:  DE City:  Denton State:  TX Height:  75 Weight:  262 Stars:  3,
School:  Tennessee Year:  2012 Name:  Danny O'Brien Position:  DT City:  Flint State:  MI Height:  75 Weight:  300 Stars:  4,School:  Baylor Year:  2012 Name:  Ryan Reid Position:  DB City:  Sherman State:  TX Height:  71 Weight:  187 Stars:  3,
School:  Pittsburgh Year:  2012 Name:  Chad Voytik Position:  PRO City:  Cleveland State:  TN Height:  73 Weight:  205 Stars:  4,School:  Baylor Year:  2012 Name:  Kendall Ehrlich Position:  LB City:  Pearland State:  TX Height:  74 Weight:  208 Stars:  3,
School:  Wisconsin Year:  2012 Name:  Bart Houston Position:  PRO City:  Concord State:  CA Height:  75 Weight:  200 Stars:  4,School:  Baylor Year:  2012 Name:  Zorrell Ezell Position:  DT City:  Humble State:  TX Height:  73 Weight:  258 Stars:  3,
School:  Texas Year:  2012 Name:  Dalton Santos Position:  ILB City:  Van State:  TX Height:  75 Weight:  250 Stars:  4,School:  Baylor Year:  2012 Name:  Devin Chafin Position:  RB City:  Burkburnett State:  TX Height:  72 Weight:  208 Stars:  3,
School:  LSU Year:  2012 Name:  Dwayne Thomas Position:  CB City:  New Orleans State:  LA Height:  73 Weight:  173 Stars:  4,School:  Baylor Year:  2012 Name:  Jamal Palmer Position:  DE City:  McKinney State:  TX Height:  75 Weight:  230 Stars:  3,
